"Domain","Code","State"
"evoquanta.org","404","AVAILABLE"
"evoquanta.xyz","404","AVAILABLE"
"faustinopalma.com","404","AVAILABLE"
"faustinopalma.dev","404","AVAILABLE"
"faustinopalma.org","404","AVAILABLE"
"faustinopalma.xyz","404","AVAILABLE"
"firstquantum.dev","404","AVAILABLE"
"fisicaquantistica.dev","404","AVAILABLE"
"fisicaquantistica.org","404","AVAILABLE"
"fisicaquantistica.xyz","404","AVAILABLE"
"franckhertzlab.com","404","AVAILABLE"
"franckhertzlab.org","404","AVAILABLE"
"franckhertzlab.xyz","404","AVAILABLE"
"fromnewtontoquanta.com","404","AVAILABLE"
"fromnewtontoquanta.org","404","AVAILABLE"
"fromnewtontoquanta.xyz","404","AVAILABLE"
"hbarlab.org","404","AVAILABLE"
"hbarnote.com","404","AVAILABLE"
"hbarnote.org","404","AVAILABLE"
"hbarnote.xyz","404","AVAILABLE"
"intuitivequantum.dev","404","AVAILABLE"
"intuitivequantum.org","404","AVAILABLE"
"intuitivequantum.xyz","404","AVAILABLE"
"ketbra.xyz","404","AVAILABLE"
"laquantistica.com","404","AVAILABLE"
"laquantistica.dev","404","AVAILABLE"
"laquantistica.org","404","AVAILABLE"
"laquantistica.xyz","404","AVAILABLE"
"linearwave.org","404","AVAILABLE"
"linearwave.xyz","404","AVAILABLE"
"meccanicaquantistica.com","404","AVAILABLE"
"meccanicaquantistica.org","404","AVAILABLE"
"meccanicaquantistica.xyz","404","AVAILABLE"
"newtontoquanta.com","404","AVAILABLE"
"newtontoquanta.org","404","AVAILABLE"
"newtontoquanta.xyz","404","AVAILABLE"
"ninequanta.dev","404","AVAILABLE"
"ninequanta.org","404","AVAILABLE"
"ninequanta.xyz","404","AVAILABLE"
"novesperimenti.com","404","AVAILABLE"
"novesperimenti.dev","404","AVAILABLE"
"novesperimenti.org","404","AVAILABLE"
"novesperimenti.xyz","404","AVAILABLE"
"ondaquanta.com","404","AVAILABLE"
"ondaquanta.org","404","AVAILABLE"
"ondaquanta.xyz","404","AVAILABLE"
"palmaphysics.com","404","AVAILABLE"
"palmaphysics.dev","404","AVAILABLE"
"palmaphysics.org","404","AVAILABLE"
"palmaphysics.xyz","404","AVAILABLE"
"palmaquantum.com","404","AVAILABLE"
"palmaquantum.dev","404","AVAILABLE"
"palmaquantum.org","404","AVAILABLE"
"palmaquantum.xyz","404","AVAILABLE"
"pathtoquanta.com","404","AVAILABLE"
"pathtoquanta.dev","404","AVAILABLE"
"pathtoquanta.org","404","AVAILABLE"
"pathtoquanta.xyz","404","AVAILABLE"
"plainquantum.com","404","AVAILABLE"
"plainquantum.dev","404","AVAILABLE"
"plainquantum.org","404","AVAILABLE"
"plainquantum.xyz","404","AVAILABLE"
"planckbar.com","404","AVAILABLE"
"planckbar.org","404","AVAILABLE"
"planckbar.xyz","404","AVAILABLE"
"planckstep.com","404","AVAILABLE"
"planckstep.org","404","AVAILABLE"
"planckstep.xyz","404","AVAILABLE"
"probabilityamplitude.com","404","AVAILABLE"
"probabilityamplitude.dev","404","AVAILABLE"
"probabilityamplitude.org","404","AVAILABLE"
"probabilityamplitude.xyz","404","AVAILABLE"
"psibook.dev","404","AVAILABLE"
"psibook.org","404","AVAILABLE"
"psibook.xyz","404","AVAILABLE"
"psifield.dev","404","AVAILABLE"
"psifield.xyz","404","AVAILABLE"
"psiket.dev","404","AVAILABLE"
"psiket.org","404","AVAILABLE"
"psiket.xyz","404","AVAILABLE"
"psinote.dev","404","AVAILABLE"
"psinote.xyz","404","AVAILABLE"
"psinotes.dev","404","AVAILABLE"
"psinotes.xyz","404","AVAILABLE"
"psiology.dev","404","AVAILABLE"
"psiology.xyz","404","AVAILABLE"
"psionika.dev","404","AVAILABLE"
"psionika.org","404","AVAILABLE"
"psionika.xyz","404","AVAILABLE"
"psiphysics.com","404","AVAILABLE"
"psiphysics.dev","404","AVAILABLE"
"psiphysics.org","404","AVAILABLE"
"psiphysics.xyz","404","AVAILABLE"
"psiqm.com","404","AVAILABLE"
"psiqm.dev","404","AVAILABLE"
"psiqm.org","404","AVAILABLE"
"psiqm.xyz","404","AVAILABLE"
"psiquanta.dev","404","AVAILABLE"
"psiquanta.org","404","AVAILABLE"
"psiquanta.xyz","404","AVAILABLE"
"psiquantum.dev","404","AVAILABLE"
"psiqubit.com","404","AVAILABLE"
"psiqubit.dev","404","AVAILABLE"
"psiqubit.org","404","AVAILABLE"
"psiqubit.xyz","404","AVAILABLE"
"psiverse.dev","404","AVAILABLE"
"psiverse.org","404","AVAILABLE"
"psiwave.dev","404","AVAILABLE"
"psiwave.org","404","AVAILABLE"
"psiwave.xyz","404","AVAILABLE"
"purequantum.dev","404","AVAILABLE"
"purequantum.org","404","AVAILABLE"
"qbitlab.dev","404","AVAILABLE"
"qbitlab.xyz","404","AVAILABLE"
"qmpsi.com","404","AVAILABLE"
"qmpsi.dev","404","AVAILABLE"
"qmpsi.org","404","AVAILABLE"
"qmpsi.xyz","404","AVAILABLE"
"quantabook.dev","404","AVAILABLE"
"quantabook.org","404","AVAILABLE"
"quantabook.xyz","404","AVAILABLE"
"quantafisica.dev","404","AVAILABLE"
"quantafisica.org","404","AVAILABLE"
"quantafisica.xyz","404","AVAILABLE"
"quantaidea.com","404","AVAILABLE"
"quantaidea.dev","404","AVAILABLE"
"quantaidea.org","404","AVAILABLE"
"quantaidea.xyz","404","AVAILABLE"
"quantaidee.com","404","AVAILABLE"
"quantaidee.dev","404","AVAILABLE"
"quantaidee.org","404","AVAILABLE"
"quantaidee.xyz","404","AVAILABLE"
"quantalab.dev","404","AVAILABLE"
"quantalia.dev","404","AVAILABLE"
"quantalia.org","404","AVAILABLE"
"quantalia.xyz","404","AVAILABLE"
"quantanote.org","404","AVAILABLE"
"quantanote.xyz","404","AVAILABLE"
"quantanotes.com","404","AVAILABLE"
"quantanotes.org","404","AVAILABLE"
"quantanotes.xyz","404","AVAILABLE"
"quantaquila.com","404","AVAILABLE"
"quantaquila.org","404","AVAILABLE"
"quantaquila.xyz","404","AVAILABLE"
"quantaria.dev","404","AVAILABLE"
"quantaria.org","404","AVAILABLE"
"quantaria.xyz","404","AVAILABLE"
"quantario.dev","404","AVAILABLE"
"quantario.org","404","AVAILABLE"
"quantaroad.com","404","AVAILABLE"
"quantaroad.dev","404","AVAILABLE"
"quantaroad.org","404","AVAILABLE"
"quantaroad.xyz","404","AVAILABLE"
"quantatlas.dev","404","AVAILABLE"
"quantatlas.org","404","AVAILABLE"
"quantaverse.dev","404","AVAILABLE"
"quantavia.dev","404","AVAILABLE"
"quantavia.xyz","404","AVAILABLE"
"quantaway.dev","404","AVAILABLE"
"quantaway.org","404","AVAILABLE"
"quantaway.xyz","404","AVAILABLE"
"quantazero.dev","404","AVAILABLE"
"quantazero.org","404","AVAILABLE"
"quantazero.xyz","404","AVAILABLE"
"quantbook.dev","404","AVAILABLE"
"quantcasa.com","404","AVAILABLE"
"quantcasa.dev","404","AVAILABLE"
"quantcasa.org","404","AVAILABLE"
"quantcasa.xyz","404","AVAILABLE"
"quantesimo.com","404","AVAILABLE"
"quantesimo.dev","404","AVAILABLE"
"quantesimo.org","404","AVAILABLE"
"quantesimo.xyz","404","AVAILABLE"
"quantessa.dev","404","AVAILABLE"
"quantessa.xyz","404","AVAILABLE"
"quantessence.dev","404","AVAILABLE"
"quantessence.xyz","404","AVAILABLE"
"quantessenza.com","404","AVAILABLE"
"quantessenza.dev","404","AVAILABLE"
"quantessenza.org","404","AVAILABLE"
"quantessenza.xyz","404","AVAILABLE"
"quantevo.xyz","404","AVAILABLE"
"quantidea.dev","404","AVAILABLE"
"quantidea.org","404","AVAILABLE"
"quantika.dev","404","AVAILABLE"
"quantisticadanewton.com","404","AVAILABLE"
"quantisticadanewton.dev","404","AVAILABLE"
"quantisticadanewton.org","404","AVAILABLE"
"quantisticadanewton.xyz","404","AVAILABLE"
"quantisticamente.com","404","AVAILABLE"
"quantisticamente.dev","404","AVAILABLE"
"quantisticamente.org","404","AVAILABLE"
"quantisticamente.xyz","404","AVAILABLE"
"quantiverso.com","404","AVAILABLE"
"quantiverso.dev","404","AVAILABLE"
"quantiverso.org","404","AVAILABLE"
"quantiverso.xyz","404","AVAILABLE"
"quantnotes.dev","404","AVAILABLE"
"quantnotes.org","404","AVAILABLE"
"quantnotes.xyz","404","AVAILABLE"
"quantoria.org","404","AVAILABLE"
"quantoscopio.com","404","AVAILABLE"
"quantoscopio.dev","404","AVAILABLE"
"quantoscopio.org","404","AVAILABLE"
"quantoscopio.xyz","404","AVAILABLE"
"quantoteca.com","404","AVAILABLE"
"quantoteca.dev","404","AVAILABLE"
"quantoteca.org","404","AVAILABLE"
"quantoteca.xyz","404","AVAILABLE"
"quantumessentials.dev","404","AVAILABLE"
"quantumessentials.org","404","AVAILABLE"
"quantumessentials.xyz","404","AVAILABLE"
"quantumfirst.dev","404","AVAILABLE"
"quantumfoundations.dev","404","AVAILABLE"
"quantumfoundations.xyz","404","AVAILABLE"
"quantumfromexperiments.com","404","AVAILABLE"
"quantumfromexperiments.dev","404","AVAILABLE"
"quantumfromexperiments.org","404","AVAILABLE"
"quantumfromexperiments.xyz","404","AVAILABLE"
"quantumintuition.dev","404","AVAILABLE"
"quantumintuition.org","404","AVAILABLE"
"quantumintuition.xyz","404","AVAILABLE"
"quantummap.dev","404","AVAILABLE"
"quantummap.org","404","AVAILABLE"
"quantummap.xyz","404","AVAILABLE"
"quantumnine.dev","404","AVAILABLE"
"quantumnine.org","404","AVAILABLE"
"quantumpath.dev","404","AVAILABLE"
"quantumthesis.dev","404","AVAILABLE"
"quantumthesis.org","404","AVAILABLE"
"quantumthesis.xyz","404","AVAILABLE"
"qubitnote.dev","404","AVAILABLE"
"qubitnote.org","404","AVAILABLE"
"qubitnote.xyz","404","AVAILABLE"
"schrodingerlab.dev","404","AVAILABLE"
"schrodingerlab.org","404","AVAILABLE"
"schrodingerlab.xyz","404","AVAILABLE"
"schrodingernote.org","404","AVAILABLE"
"schrodingernote.xyz","404","AVAILABLE"
"schrodingernotes.com","404","AVAILABLE"
"schrodingernotes.org","404","AVAILABLE"
"schrodingernotes.xyz","404","AVAILABLE"
"spinhalf.org","404","AVAILABLE"
"sterngerlachlab.com","404","AVAILABLE"
"sterngerlachlab.org","404","AVAILABLE"
"sterngerlachlab.xyz","404","AVAILABLE"
"tesiquantistica.com","404","AVAILABLE"
"tesiquantistica.dev","404","AVAILABLE"
"tesiquantistica.org","404","AVAILABLE"
"tesiquantistica.xyz","404","AVAILABLE"
"thequantumthesis.com","404","AVAILABLE"
"thequantumthesis.dev","404","AVAILABLE"
"thequantumthesis.org","404","AVAILABLE"
"thequantumthesis.xyz","404","AVAILABLE"
"thewavefunction.xyz","404","AVAILABLE"
"viaquanta.dev","404","AVAILABLE"
"viaquanta.org","404","AVAILABLE"
"viaquanta.xyz","404","AVAILABLE"
"waveandprobability.com","404","AVAILABLE"
"waveandprobability.dev","404","AVAILABLE"
"waveandprobability.org","404","AVAILABLE"
"waveandprobability.xyz","404","AVAILABLE"
"zeroquanta.dev","404","AVAILABLE"
"zeroquanta.org","404","AVAILABLE"
"zeroquanta.xyz","404","AVAILABLE"
"atlasquantum.com","200","REGISTERED"
"atlasquantum.org","200","REGISTERED"
"atlasquantum.xyz","200","REGISTERED"
"cleanquantum.com","200","REGISTERED"
"cleanquantum.xyz","200","REGISTERED"
"complexwave.com","200","REGISTERED"
"essentialquantum.com","200","REGISTERED"
"evoquanta.com","200","REGISTERED"
"firstquantum.com","200","REGISTERED"
"firstquantum.org","200","REGISTERED"
"firstquantum.xyz","200","REGISTERED"
"fisicaquantistica.com","200","REGISTERED"
"halfspin.com","200","REGISTERED"
"halfspin.org","200","REGISTERED"
"halfspin.xyz","200","REGISTERED"
"hbarlab.com","200","REGISTERED"
"hbarlab.xyz","200","REGISTERED"
"intuitivequantum.com","200","REGISTERED"
"ketbra.com","200","REGISTERED"
"ketbra.org","200","REGISTERED"
"linearwave.com","200","REGISTERED"
"ninequanta.com","200","REGISTERED"
"psibook.com","200","REGISTERED"
"psifield.com","200","REGISTERED"
"psifield.org","200","REGISTERED"
"psiket.com","200","REGISTERED"
"psilab.com","200","REGISTERED"
"psilab.dev","200","REGISTERED"
"psilab.org","200","REGISTERED"
"psilab.xyz","200","REGISTERED"
"psinote.com","200","REGISTERED"
"psinote.org","200","REGISTERED"
"psinotes.com","200","REGISTERED"
"psinotes.org","200","REGISTERED"
"psiology.com","200","REGISTERED"
"psiology.org","200","REGISTERED"
"psionika.com","200","REGISTERED"
"psiquanta.com","200","REGISTERED"
"psiquantum.com","200","REGISTERED"
"psiquantum.org","200","REGISTERED"
"psiquantum.xyz","200","REGISTERED"
"psiverse.com","200","REGISTERED"
"psiverse.xyz","200","REGISTERED"
"psiwave.com","200","REGISTERED"
"purequantum.com","200","REGISTERED"
"purequantum.xyz","200","REGISTERED"
"qbitlab.com","200","REGISTERED"
"qbitlab.org","200","REGISTERED"
"quantabook.com","200","REGISTERED"
"quantafisica.com","200","REGISTERED"
"quantalab.com","200","REGISTERED"
"quantalab.org","200","REGISTERED"
"quantalab.xyz","200","REGISTERED"
"quantalia.com","200","REGISTERED"
"quantanote.com","200","REGISTERED"
"quantaria.com","200","REGISTERED"
"quantario.com","200","REGISTERED"
"quantario.xyz","200","REGISTERED"
"quantatlas.com","200","REGISTERED"
"quantatlas.xyz","200","REGISTERED"
"quantaverse.com","200","REGISTERED"
"quantaverse.org","200","REGISTERED"
"quantaverse.xyz","200","REGISTERED"
"quantavia.com","200","REGISTERED"
"quantavia.org","200","REGISTERED"
"quantaway.com","200","REGISTERED"
"quantazero.com","200","REGISTERED"
"quantbook.com","200","REGISTERED"
"quantbook.org","200","REGISTERED"
"quantbook.xyz","200","REGISTERED"
"quantcraft.com","200","REGISTERED"
"quantcraft.dev","200","REGISTERED"
"quantcraft.org","200","REGISTERED"
"quantcraft.xyz","200","REGISTERED"
"quantessa.com","200","REGISTERED"
"quantessa.org","200","REGISTERED"
"quantessence.com","200","REGISTERED"
"quantessence.org","200","REGISTERED"
"quantevo.com","200","REGISTERED"
"quantevo.dev","200","REGISTERED"
"quantevo.org","200","REGISTERED"
"quantica.com","200","REGISTERED"
"quantica.dev","200","REGISTERED"
"quantica.org","200","REGISTERED"
"quantica.xyz","200","REGISTERED"
"quantidea.com","200","REGISTERED"
"quantidea.xyz","200","REGISTERED"
"quantika.com","200","REGISTERED"
"quantika.org","200","REGISTERED"
"quantika.xyz","200","REGISTERED"
"quantlab.com","200","REGISTERED"
"quantlab.dev","200","REGISTERED"
"quantlab.org","200","REGISTERED"
"quantlab.xyz","200","REGISTERED"
"quantnotes.com","200","REGISTERED"
"quantopia.com","200","REGISTERED"
"quantopia.org","200","REGISTERED"
"quantopia.xyz","200","REGISTERED"
"quantora.com","200","REGISTERED"
"quantora.dev","200","REGISTERED"
"quantora.org","200","REGISTERED"
"quantora.xyz","200","REGISTERED"
"quantoria.com","200","REGISTERED"
"quantoria.xyz","200","REGISTERED"
"quantumessentials.com","200","REGISTERED"
"quantumfirst.com","200","REGISTERED"
"quantumfirst.org","200","REGISTERED"
"quantumfirst.xyz","200","REGISTERED"
"quantumfoundations.com","200","REGISTERED"
"quantumfoundations.org","200","REGISTERED"
"quantumintuition.com","200","REGISTERED"
"quantummap.com","200","REGISTERED"
"quantumnine.com","200","REGISTERED"
"quantumnine.xyz","200","REGISTERED"
"quantumpath.com","200","REGISTERED"
"quantumpath.org","200","REGISTERED"
"quantumpath.xyz","200","REGISTERED"
"quantumthesis.com","200","REGISTERED"
"qubitnote.com","200","REGISTERED"
"schrodingerlab.com","200","REGISTERED"
"schrodingernote.com","200","REGISTERED"
"spinhalf.com","200","REGISTERED"
"spinhalf.xyz","200","REGISTERED"
"thewavefunction.com","200","REGISTERED"
"thewavefunction.org","200","REGISTERED"
"viaquanta.com","200","REGISTERED"
"zeroquanta.com","200","REGISTERED"
"ampiezzaonda.dev","429","RETRY"
"braketbook.dev","429","RETRY"
"braketlab.dev","429","RETRY"
"braketnote.dev","429","RETRY"
"complexamplitude.dev","429","RETRY"
"complexpsi.dev","429","RETRY"
"complexwave.dev","429","RETRY"
"debrogliewave.dev","429","RETRY"
"deducingschrodinger.dev","429","RETRY"
"deriveschrodinger.dev","429","RETRY"
"franckhertzlab.dev","429","RETRY"
"fromnewtontoquanta.dev","429","RETRY"
"halfspin.dev","429","RETRY"
"hbarlab.dev","429","RETRY"
"hbarnote.dev","429","RETRY"
"ketbra.dev","429","RETRY"
"linearwave.dev","429","RETRY"
"meccanicaquantistica.dev","429","RETRY"
"newtontoquanta.dev","429","RETRY"
"ondaquanta.dev","429","RETRY"
"planckbar.dev","429","RETRY"
"planckstep.dev","429","RETRY"
"quantanote.dev","429","RETRY"
"quantanotes.dev","429","RETRY"
"quantaquila.dev","429","RETRY"
"quantopia.dev","429","RETRY"
"quantoria.dev","429","RETRY"
"schrodingernote.dev","429","RETRY"
"schrodingernotes.dev","429","RETRY"
"spinhalf.dev","429","RETRY"
"sterngerlachlab.dev","429","RETRY"
"thewavefunction.dev","429","RETRY"
